State,Abbreviation,City,crime_index,traffic_index,pollution_index,health_care_index,rent_index,property_price_to_income_ratio,safety_index,cpi_index,Code,lakes_count,parks_count,population,min_wage,quality_of_life
Illinois,IL,Warren township,25.63205429230516,76.47955839678609,29.384444578410093,60.07828282828282,54.07120523153104,7.320856503293735,74.36794570769484,90.78595794898754,IL,4,73,64910,10.0,290.06
Michigan,MI,Ypsilanti charter township,20.294117647058826,62.86994600851352,31.604918694498902,77.17443249701313,38.001525822787556,2.1380390160019056,79.70588235294116,70.9119322132106,MI,6,11,53429,9.65,294.57
California,CA,Apple Valley town,34.29218029992024,114.41628614137001,30.104493207941488,70.0,37.624424640423875,5.025359431231489,65.70781970007975,80.81459650447202,CA,2,125,69307,13.0,263.87
California,CA,Chula Vista,56.30252100840336,347.94555233018565,51.72413793103448,88.8888888888889,59.06731108213656,7.425448463215349,43.69747899159663,67.07088776129231,CA,1,60,244648,13.0,72.74
Massachusetts,MA,Lowell,16.176470588235293,115.39982598463959,27.58620689655172,72.25749559082892,38.42298933668454,4.431629101196808,83.82352941176471,65.30357839773279,MA,5,105,106782,12.75,307.84
California,CA,Santa Cruz,41.44779841761266,139.2082705144023,23.60581946788844,86.30952380952381,71.80992189718695,7.770803908099308,58.55220158238734,69.0800627228595,CA,0,75,60578,13.0,237.53
Illinois,IL,Springfield,36.08193277310925,98.57944565124184,29.95689655172414,46.481481481481495,23.697082272257482,1.4902113259205354,63.918067226890756,88.86967167062083,IL,7,86,117138,10.0,247.62
North Dakota,ND,Grand Forks,22.794117647058826,82.22586701786977,27.58620689655172,72.22222222222223,26.37906096444539,2.1170017717074523,77.20588235294117,63.21703791699801,ND,4,131,53040,7.25,314.66
California,CA,Simi Valley,30.614973262032088,119.41337561424623,24.82758620689655,77.77777777777777,54.60702106739306,5.546853194627372,69.3850267379679,73.55321409247578,CA,3,114,124463,13.0,281.4
New Jersey,NJ,Parsippany-Troy Hills township,34.16666666666666,105.60483258743771,10.649867374005307,56.79012345679013,26.495704898882323,4.226913631420257,65.83333333333333,71.78841848421304,NJ,4,96,53213,11.0,264.43
Pennsylvania,PA,Reading,72.38562091503269,83.68933232591435,33.62068965517241,72.22222222222223,24.18080588407494,2.2151351351351347,27.61437908496732,73.64349109101549,PA,9,101,88040,7.25,178.15
Illinois,IL,Rich township,40.29282354666581,160.0291841075616,26.20507101751271,84.16433239962652,39.02358108307229,4.951041007052053,59.707176453334185,74.76349076796996,IL,6,67,76721,10.0,218.98
Utah,UT,Salt Lake City,32.381148608732964,158.7305274983685,63.043631507172364,71.37694777229659,38.01095146984562,5.9674951265952405,67.61885139126704,64.36787191439743,UT,0,44,186643,7.25,200.94
Massachusetts,MA,Springfield,74.9455936220642,91.95333520972011,25.86206896551724,58.33333333333334,28.29245658452333,2.8953832267748685,25.05440637793579,80.86440654636114,MA,4,32,153569,12.75,141.81
Pennsylvania,PA,Abington township,38.60294117647059,98.02208426759482,19.827586206896555,74.77324263038548,59.820486661425676,8.207420885765982,61.39705882352941,76.40150299326336,PA,7,100,55403,7.25,271.93
Minnesota,MN,Brooklyn Park,31.25,67.59074845040723,27.58620689655172,68.5185185185185,35.88718602539733,2.459787069292393,68.74999999999999,76.95506279364213,MN,4,72,75963,10.0,282.51
New Jersey,NJ,Camden,81.55080213903744,164.97023564604137,33.62068965517241,13.888888888888891,56.352361047851275,2.9609433656957926,18.449197860962567,80.04852387360881,NJ,9,40,76805,11.0,81.33
California,CA,Lake Forest,20.58823529411765,142.51344858549527,6.0344827586206895,44.444444444444436,72.128565228781,3.06090199969628,79.41176470588233,89.99698659469264,CA,6,31,77552,13.0,276.5
Oklahoma,OK,Lawton,82.3529411764706,88.35550628682545,27.58620689655172,75.0,21.33758598794788,1.961490096762445,17.647058823529417,76.56923906013475,OK,1,32,97849,7.25,128.35
Iowa,IA,Sioux City,60.661764705882355,135.08271892987793,27.58620689655172,61.111111111111114,25.16975193490174,2.652856183617188,39.338235294117645,65.18862371201341,IA,2,96,82858,7.25,176.03
Oregon,OR,Bend,23.26680672268908,111.16594322725236,3.4482758620689653,58.611111111111114,39.89694764126131,6.7689441928645655,76.73319327731093,83.14976963105329,OR,7,32,76663,12.0,277.49
New York,NY,Islip town,56.04575163398693,75.48297262898899,65.46849343185549,78.7037037037037,40.11162878707744,3.4563980321354713,43.954248366013076,68.20402792770295,NY,8,49,335611,11.8,194.89
Oregon,OR,Medford,55.882352941176464,97.03431784972112,25.28735632183908,83.33333333333334,33.44142569698027,10.219641508920363,44.11764705882352,79.77840381433936,OR,0,29,75043,12.0,187.78
California,CA,Napa,20.728291316526608,69.51903482238676,10.91954022988506,59.259259259259274,60.11993461159839,7.420562588885446,79.27170868347338,92.4697751240012,CA,7,10,77185,13.0,299.65
Illinois,IL,Palatine,34.67787114845939,120.93344578203563,22.988505747126435,91.71296296296296,48.12215066461092,3.5291661475100904,65.32212885154061,66.00401280908893,IL,1,142,68611,10.0,285.12
Michigan,MI,Waterford charter township,59.94757999353588,78.45022660738893,37.71346469622332,47.55291005291005,23.668865061568127,1.9835534537205233,40.05242000646412,66.8444228969481,MI,6,71,71705,9.65,186.51
California,CA,Hayward,62.62254901960785,271.5666038331788,24.42528735632184,84.08730158730158,70.69566839644172,7.35145842626482,37.377450980392155,71.01444975912622,CA,4,24,144835,13.0,103.64
Nevada,NV,Henderson,20.16488413547237,123.57463423061859,38.23011279907831,62.22222222222222,35.981001532555915,3.820016628271206,79.83511586452762,70.22626217179373,NV,5,123,257452,8.0,293.22
California,CA,Tulare,48.35340636662079,132.39484307542443,66.32183908045978,75.0,30.313346340560717,2.3678959833784283,51.646593633379226,66.84359601262949,CA,7,75,59432,13.0,182.95
Wyoming,WY,Cheyenne,21.428571428571427,108.76718817136182,9.482758620689657,36.111111111111114,26.475805686808876,1.8895985594168991,78.57142857142857,67.6341319965504,WY,5,66,59778,5.15,282.5
California,CA,Fresno,61.4160611091944,111.73460620677216,81.42515051997812,79.41086691086691,32.883343016612876,3.0044440770239422,38.58393889080559,67.84483503026067,CA,3,98,497769,13.0,167.14
Michigan,MI,Grand Rapids,39.368926268239775,124.98197965968565,25.40304523063143,86.77910052910053,35.332088750351346,2.5431069547137155,60.631073731760225,64.82974144036936,MI,3,103,188007,9.65,254.19
Kentucky,KY,Lexington-Fayette urban county,33.216460921121424,95.30173176384613,29.742003824123103,65.30648344007678,33.87298877778673,4.7579032689653875,66.78353907887856,76.99956057042726,KY,7,79,296848,7.25,267.26
Michigan,MI,Macomb township,54.68160597572361,112.64323571414299,6.896551724137932,62.85493827160494,31.673845872331306,2.2722165901968463,45.31839402427639,79.54715603788118,MI,2,139,79677,9.65,232.98
Louisiana,LA,Shreveport,74.45290616246498,59.07285638851092,50.79022988505747,48.80952380952381,25.683036434108047,2.225526750871865,25.547093837535016,75.28320829932305,LA,4,13,201437,7.25,135.5
California,CA,Vista,15.68627450980392,128.06480114060471,25.517241379310345,77.77777777777777,68.57652900013744,8.327979367186161,84.31372549019609,66.96511370386709,CA,9,118,93401,13.0,320.46
North Dakota,ND,Bismarck,18.823529411764703,50.1348210951925,24.185823754789272,75.0,23.80995111501489,13.021430089905252,81.17647058823529,68.07275458777491,ND,6,101,61589,7.25,323.25
Tennessee,TN,Hendersonville,47.79139518761197,186.10217849750802,35.7135860664329,63.94739010423104,47.26955105944099,3.2180254369873964,52.20860481238804,73.56021312801562,TN,9,133,51485,7.25,201.89
California,CA,Lakewood,56.18190379600115,178.03213383126098,43.582406437376,79.28240740740742,55.653305855345536,8.050612705143164,43.818096203998834,71.80667665237908,CA,3,112,80079,13.0,172.63
Ohio,OH,Parma,28.386834040085624,114.50386575572625,17.364532019704434,81.74603174603176,32.34229815679505,1.9712210665685972,71.61316595991437,65.25137505778153,OH,0,64,81456,8.7,273.35
California,CA,Tracy,16.176470588235293,193.07422473992054,31.75583578017655,72.80885780885781,40.57895916684056,6.0638735661501535,83.82352941176471,79.00340019529122,CA,3,50,83620,13.0,245.78
Missouri,MO,Columbia,31.22549019607843,88.81615128918993,14.039408866995075,80.1587301587302,21.686941929816047,2.5308321670601197,68.77450980392156,71.12425656904385,MO,5,21,109429,9.45,264.28
Florida,FL,Deltona,38.13725490196079,186.75092518492883,29.310344827586214,97.22222222222223,32.92545384437499,7.360409584378358,61.862745098039206,81.92056575489907,FL,1,53,85096,8.56,202.88
California,CA,Los Angeles,48.4924288316957,340.9628315936348,66.13633659574771,61.334761909577686,73.79254091114488,7.415135376754741,51.50757116830431,82.50413425616219,CA,3,73,3795512,13.0,157.38
California,CA,National City,56.30252100840336,347.94555233018565,51.72413793103448,88.8888888888889,59.06731108213656,7.425448463215349,43.69747899159663,84.1269017466353,CA,3,84,58624,13.0,78.02
Virginia,VA,Norfolk,56.86919504643963,117.20496704514493,21.551724137931036,66.66666666666667,42.90335922475122,3.6882548085619535,43.13080495356037,65.54745544534659,VA,5,58,242999,7.25,198.79
Texas,TX,Conroe,58.99321266968325,156.16126071954815,46.99281073790604,47.22222222222222,28.902485806093125,2.3071825665784615,41.00678733031675,65.30302239716798,TX,7,39,65731,7.25,136.17
Indiana,IN,Franklin township,52.69607843137254,208.66067809487672,17.624521072796934,62.404479578392625,46.57183440442528,5.626304768297128,47.30392156862746,70.4370508198945,IN,8,72,54686,7.25,166.34
New York,NY,Hempstead town,56.299019607843135,67.17444663697496,30.603448275862064,56.25,34.9409688936144,5.405340258456946,43.700980392156865,77.00800773093442,NY,0,114,760746,11.8,234.83
Idaho,ID,Nampa,37.20372308272531,107.77950527800577,29.157881134119094,82.2795414462081,36.428930644119696,5.399717957219722,62.79627691727468,64.01022362887011,ID,3,121,81998,7.25,266.32
Washington,WA,Lakewood,42.947334217287725,153.8505499188956,35.97252296584995,80.00529367212835,58.7220774972698,4.413348329542538,57.05266578271228,78.88286348936994,WA,5,141,57600,13.5,238.05
Illinois,IL,Normal township,66.34481846414452,148.27037938111195,42.398517722225094,73.93287037037037,34.71189517279613,2.000413309304201,33.65518153585548,75.94272930570688,IL,6,70,52655,10.0,146.58
Michigan,MI,Pontiac,69.11764705882354,119.99673356787642,39.410143806641486,64.2846181236059,32.2003216819552,1.9894899892567852,30.882352941176467,68.65041962530948,MI,1,107,59687,9.65,161.04
California,CA,Santa Clara,8.823529411764708,196.9824796882278,36.43678160919541,86.1111111111111,88.57647331651121,4.87520983707721,91.17647058823529,93.37893136690809,CA,8,101,116761,13.0,304.96
Missouri,MO,Springfield,57.19309462915601,157.5755508291095,26.161375248596343,65.21604938271605,19.715576257845687,2.446735854847375,42.80690537084399,62.40923061857666,MO,8,123,159376,9.45,186.72
Michigan,MI,Troy,21.176470588235293,96.63949378986057,33.62068965517241,59.25925925925927,34.935594186816424,1.822743917934588,78.82352941176471,69.96575467156903,MI,2,64,81020,9.65,282.27
California,CA,Tustin,31.862745098039216,88.35550628682545,31.03448275862069,72.13408001797912,61.00292215697944,11.965104602745171,68.13725490196079,74.89398960088984,CA,6,110,75472,13.0,282.74
Connecticut,CT,Bristol town,46.17822128851541,136.756144734344,21.120689655172413,56.48148148148149,37.656378262085695,1.7992771105480152,53.8217787114846,74.73872864065021,CT,6,148,60502,12.0,236.7
Indiana,IN,Carmel,57.563898397963364,134.26786839190692,41.780574883951104,73.01368069165622,29.00819909926637,2.0547319106968938,42.436101602036636,66.99165135911079,IN,7,89,84508,7.25,181.81
Minnesota,MN,Coon Rapids,27.125859434682962,116.32465611706692,27.58620689655172,75.72115384615385,44.614873993694296,2.73846615247352,72.87414056531702,72.36309163905366,MN,9,147,61539,10.0,301.76
Florida,FL,Jupiter town,25.361542052718523,148.30423563569767,22.15471629264733,75.74074074074073,55.73077201630153,4.01919234172053,74.63845794728147,69.45529880918562,FL,2,25,55468,8.56,253.26
Florida,FL,Tamarac,52.30410178777393,107.68275927790376,20.32567049808429,71.26322751322752,33.58573657450582,2.3141029344755255,47.69589821222607,75.29676080985162,FL,3,73,60921,8.56,215.1
California,CA,Colton,56.372549019607845,153.84149531499145,24.137931034482758,87.19135802469135,38.93975075130538,7.444110848595891,43.62745098039216,67.48289567742093,CA,8,134,52261,13.0,203.58
Ohio,OH,Elyria,45.787935864000765,159.91841146736837,48.020454866296646,68.59567901234568,46.247804990992435,6.6728617607823955,54.21206413599922,67.33320559590149,OH,9,57,54487,8.7,183.93
Pennsylvania,PA,Philadelphia,61.66208310942115,179.40567560392452,52.1475267401656,69.38152184677993,46.71792323495959,4.068250361532473,38.33791689057885,79.09665929386482,PA,5,92,1528283,7.25,174.58
Washington,WA,Spokane Valley,54.47342341191796,114.26108891981819,19.74569857928179,63.655428933206714,29.73259512707461,4.4600121818796445,45.526576588082044,73.80541766425274,WA,2,51,90047,13.5,190.82
Florida,FL,Tampa,49.23026518889329,173.18672845144815,29.941709964198715,68.63754780421446,41.91982371732122,3.185532316966554,50.76973481110672,79.38957997704264,FL,4,129,337053,8.56,209.72
Michigan,MI,Lansing,44.15032679738562,95.78910941710232,20.3448275862069,65.27777777777777,28.586990517052193,2.216414848372781,55.84967320261438,67.38231893130391,MI,3,52,114321,9.65,230.76
Texas,TX,Pasadena,63.84032472590144,205.00631547817096,56.14035994927911,71.48988533957633,41.59178082491817,2.145155085112492,36.15967527409856,66.5751812582096,TX,7,129,149523,7.25,140.15
Indiana,IN,West Lafayette,4.411764705882354,69.51903482238676,31.03448275862069,63.88888888888889,32.50016097360405,2.715514977690186,95.58823529411764,80.480571968362,IN,9,106,42052,7.25,357.14
New York,NY,Buffalo,44.993450169612466,109.3024502208006,25.016550166475202,76.84453227931489,27.749609747265076,1.9243333928658743,55.006549830387534,73.03812749367896,NY,2,132,261275,11.8,251.61
Ohio,OH,Canton,58.00653594771242,129.48757078898092,19.252873563218397,83.8888888888889,21.08228741504422,1.687959547373976,41.99346405228758,66.90291881428126,OH,6,35,73427,8.7,180.36
Florida,FL,Delray Beach,30.514705882352942,46.69061129143807,1.7241379310344829,78.16358024691358,45.32343659816912,1.8835779656696128,69.48529411764707,"",FL,4,63,60801,8.56,317.52
Indiana,IN,Fishers,57.563898397963364,134.26786839190692,41.780574883951104,73.01368069165622,29.00819909926637,2.0547319106968938,42.436101602036636,66.99165135911079,IN,1,117,77832,7.25,188.01
Massachusetts,MA,Methuen Town,58.45588235294117,241.78008738623544,22.605363984674327,57.5911286780852,45.41627244286135,5.199864233404857,41.54411764705884,69.57002526196635,MA,0,138,47445,12.75,145.75
California,CA,Perris,45.96830332923684,157.01644607408562,48.05647178492006,79.28240740740739,37.25280304585485,4.015399116857896,54.03169667076317,76.82695715337506,CA,6,18,69000,13.0,172.31
California,CA,West Sacramento,48.91598124247354,122.82021265655632,45.403547878131256,69.50185576904244,46.86470417477339,4.948902685566137,51.08401875752646,77.46005437680563,CA,6,133,48842,13.0,220.74
Michigan,MI,Ann Arbor,22.58310359717009,115.88891008311943,25.851543092922398,76.42450142450144,49.547118524731076,3.0363392820140294,77.41689640282989,74.72208156368242,MI,1,77,114173,9.65,290.31
California,CA,Lodi,77.72092038396387,147.4815362683297,67.20489759282863,62.73148148148147,34.397931553205034,4.669180494802613,22.27907961603614,80.63601173510939,CA,6,20,62253,13.0,77.05
New Jersey,NJ,North Bergen township,43.59089131803884,128.5297934358157,45.54590833590013,59.497733252192894,31.588202965402502,2.612786523787804,56.40910868196116,69.24203214756974,NJ,9,47,60777,11.0,197.2
Texas,TX,San Antonio,48.68090089521144,136.51594980173866,44.96374888455806,71.79169013010475,37.56987050613729,2.4956020515088086,51.31909910478856,64.44022781464338,TX,3,21,1332299,7.25,203.56
District of Columbia,DC,Washington,57.83340820686741,189.93505363131092,39.18405390540693,70.62745098039215,76.98068491422464,4.874493744493301,42.16659179313262,85.19652518074605,DC,1,149,605226,15.0,194.77
North Carolina,NC,Winston-Salem,26.554621848739494,106.80405240068968,6.791187739463603,87.96296296296299,33.31550399485637,2.1436240884396622,73.44537815126051,63.24743803546726,NC,1,84,230022,7.25,302.25
Illinois,IL,Algonquin township,50.058825601348396,160.28751554604884,34.503763843112914,62.40944161079838,40.475647191361155,3.2501924073078308,49.941174398651604,69.03282752654245,IL,5,79,88508,10.0,186.21
Texas,TX,Fort Worth,43.879920389208316,119.83708822735935,60.03915934189768,61.95286195286196,34.055844302054034,2.6307657394760606,56.120079610791684,69.27284542025524,TX,1,97,748441,7.25,221.03
Florida,FL,North Miami,48.334948110158805,139.77747254868436,37.41528233000179,69.26816003595825,65.47844050765053,15.121605453157294,51.665051889841195,78.37857686297198,FL,5,65,60322,8.56,195.06
Illinois,IL,Waukegan,55.63736766329646,111.97165303731168,53.44827586206896,50.88734567901234,45.45939387837139,6.632043683927485,44.36263233670354,66.9295737669609,IL,4,142,89167,10.0,198.31
California,CA,Cathedral City,56.666470546463536,139.88170557733616,37.62834535169082,68.74185280325631,38.647979019944266,1.9078716438410557,43.333529453536464,62.722823838077296,CA,9,130,51452,13.0,198.02
California,CA,Compton,35.86379245964743,150.4558983158166,46.28196123466664,72.58463184819773,35.2960919212121,5.873288638147274,64.13620754035257,67.07185348305622,CA,7,71,96442,13.0,215.43
California,CA,Inglewood,11.764705882352944,88.33982275433216,18.754525666023476,75.47803843759725,99.0558462866195,1.7244902545800493,88.23529411764706,75.35915805926263,CA,5,61,109658,13.0,351.83
Georgia,GA,Marietta,23.42329239388063,160.61652854894766,16.66119321291735,77.43055555555556,35.61603206743965,1.958008319776036,76.57670760611937,70.30320329165032,GA,7,62,56708,5.15,266.53
Rhode Island,RI,Pawtucket,67.64705882352942,108.13342066199371,27.107279693486586,77.77777777777777,40.34935718752011,3.5669657975641478,32.35294117647059,67.99991292479562,RI,0,92,71267,10.5,180.32
California,CA,Thousand Oaks,16.370394311570774,105.72559874384592,7.854406130268201,11.111111111111109,59.78716347927824,5.358774772391731,83.62960568842924,68.92353873949973,CA,3,121,126732,13.0,313.14
Massachusetts,MA,Boston,35.52344360407322,213.0756021151568,27.02923637491679,75.11627287510032,76.20031052146562,8.157013796159049,64.47655639592679,88.95449317575651,MA,4,108,621048,12.75,234.32
Colorado,CO,Broomfield,100.0,162.21514256886303,32.908159847815014,86.1111111111111,36.11802968237021,4.880203968327233,0.0,70.86787415772734,CO,2,122,56226,12.0,78.96
Massachusetts,MA,Fall River,66.54411764705883,111.48136174578738,27.58620689655172,59.2283950617284,26.013580902183307,2.9504933852459017,33.45588235294117,63.826347551015644,MA,0,10,88882,12.75,140.67
Florida,FL,Miami Gardens,55.88235294117647,86.398495714608,11.781609195402298,36.458333333333336,47.94238463790808,10.359589585047305,44.11764705882353,75.74749142230122,FL,9,94,107516,8.56,217.2
California,CA,Rosemead,27.299791711556416,135.99194272244767,27.648239372377304,74.05092592592592,75.84551196516341,6.0803763636650245,72.70020828844358,68.60739432672092,CA,4,16,53795,13.0,252.41
California,CA,Santa Monica,46.35026737967914,250.1669928200495,43.39080459770115,59.72222222222222,110.9249955842422,8.624737535332299,53.64973262032086,72.4138114313274,CA,0,112,89759,13.0,173.68
California,CA,Bellflower,32.169117647058826,77.88334870137163,25.0,88.88888888888889,77.93221772938924,5.593037016836692,67.83088235294119,67.42583796367374,CA,5,135,76624,13.0,318.94
Connecticut,CT,Danbury town,40.039300202839755,129.7664858764347,43.453216830498775,81.14197530864199,52.415297070131665,2.455645817627524,59.96069979716026,63.602004267944324,CT,7,142,81308,12.0,254.68
Florida,FL,Largo,37.527480689245394,105.06892784224527,46.55172413793103,63.88888888888889,34.82810005085699,3.019445877666988,62.472519310754606,74.5834055769746,FL,6,144,79372,8.56,258.24
Utah,UT,Provo,13.235294117647056,48.313646331585616,38.43390804597703,64.32816537467698,30.56772353515615,5.322130727391309,86.76470588235294,63.999893995893395,UT,8,108,112923,7.25,339.13
California,CA,San Marcos,51.470588235294116,181.76467555480653,20.689655172413797,84.5679012345679,58.740170595033334,9.815354369891908,48.529411764705884,71.69720073433602,CA,1,87,83926,13.0,190.13
South Carolina,SC,Summerville town,38.597064556816875,78.0079683259771,24.26724137931034,68.80144032921811,28.7348717355221,2.742360287214373,61.40293544318313,68.00106866981218,SC,5,27,43175,7.25,244.06
Virginia,VA,Leesburg town,33.95079185520362,103.77912827972723,37.24930377263035,71.67443667443668,35.293530370099795,4.684189827968771,66.04920814479638,77.21381838480754,VA,4,137,43067,7.25,272.13
Florida,FL,Melbourne,29.785539215686274,91.4626096507129,29.901162056334467,60.41666666666666,33.23227282101349,3.9721437588840383,70.21446078431373,53.84540533636161,FL,0,74,76363,8.56,266.13
Ohio,OH,Miami township,38.23529411764706,66.3234731354029,43.398856890236196,59.76430976430976,25.77463679425062,2.371644789891323,61.764705882352935,70.48688978653657,OH,4,25,50684,8.7,232.03
California,CA,Murrieta,12.720588235294118,105.06892784224527,12.93103448275862,81.94444444444444,41.80984418142232,2.25211515021507,87.27941176470587,75.9115057912511,CA,4,35,104229,13.0,314.84
New Jersey,NJ,Old Bridge township,40.04691876750701,160.84467070079594,41.264367816091955,48.111111111111114,60.19744341443058,5.938652889984615,59.953081232493005,83.28770563358417,NJ,8,26,65391,11.0,188.91
Utah,UT,South Jordan,43.5131801129334,139.20210696268677,33.90759476039417,52.77777777777778,37.40795931388343,2.833611232005858,56.4868198870666,70.72076998692475,UT,0,86,51301,7.25,209.04
Indiana,IN,Washington township,17.867647058823536,109.81032253917384,24.13793103448276,71.18055555555556,36.05218952409506,8.253370724222572,82.13235294117646,90.65146263818741,IN,2,137,44942,7.25,313.64
Connecticut,CT,West Haven town,24.38725490196078,112.57329946828548,21.379310344827587,77.77777777777777,48.316249242775,7.903995446371493,75.61274509803923,66.95622871964054,CT,9,113,55570,12.0,299.5
Michigan,MI,Dearborn Heights,46.96114343173167,364.24069520294415,27.58620689655172,70.98765432098764,30.716449350408595,1.2530231779207213,53.03885656826833,72.81736159596933,MI,9,137,57640,9.65,118.97
Louisiana,LA,New Orleans,64.53991592357396,123.59468184305355,49.78853553904264,62.697866344605465,41.01773594469779,5.4559190012110745,35.460084076426064,77.0072627630471,LA,2,118,347772,7.25,174.08
California,CA,Pomona,54.90196078431373,141.20177687204202,68.96551724137932,44.444444444444436,50.780229827237164,4.620051910786552,45.09803921568627,81.3793754613212,CA,6,90,149107,13.0,160.42
Florida,FL,Margate,26.96078431372549,153.1650452262813,27.58620689655172,97.91666666666667,35.505313107401435,3.442967470116989,73.03921568627452,68.96431558707273,FL,9,126,53242,8.56,281.69
Indiana,IN,Penn township,33.258636788048555,87.95009732131636,19.499178981937607,86.88161375661376,40.845084311186376,3.5170139207561304,66.74136321195145,64.39305388315285,IN,3,124,66157,7.25,298.71
Minnesota,MN,Plymouth,36.192810457516345,145.50292634225926,31.609195402298848,94.44444444444444,33.376929215404616,23.63393643333333,63.80718954248366,75.52216396399321,MN,6,118,70715,10.0,232.94
Tennessee,TN,Bartlett,34.68137254901961,377.8662244814308,31.60919540229885,73.40938695105362,36.87347458230736,5.835848729764478,65.3186274509804,71.82313437082671,TN,4,105,57030,7.25,126.81
Florida,FL,Jacksonville,58.041079180658706,171.30201819143113,38.58181203515889,69.47685185185186,33.97826600815541,2.9271081881664656,41.958920819341294,69.50298722246376,FL,6,125,823114,8.56,189.68
Illinois,IL,Joliet township,67.04297880768469,127.75000390203269,38.81807608100711,80.24691358024693,34.5617807696333,4.821338360743919,32.95702119231531,64.46912066160515,IL,0,35,87605,10.0,143.16
California,CA,San Francisco,56.11614078053606,256.58158192502395,47.36405384791782,65.16642416553947,109.8319117735724,7.298085141246178,43.88385921946394,92.96184829541865,CA,0,141,805505,13.0,170.45
Washington,WA,Seattle,48.95805608752069,189.29250682107863,28.26660026059154,73.49078358697453,69.35036755439853,4.823692710042896,51.04194391247931,90.12047590399963,WA,1,41,610630,13.5,187.41
Illinois,IL,Oak Lawn,16.370992841581074,228.0621493686704,25.57471264367816,82.56172839506172,27.08852226177766,1.4576128689294414,83.62900715841893,71.54602086767794,IL,5,71,56732,10.0,243.7
Florida,FL,Pinellas Park,11.764705882352944,116.4130788706689,33.425287356321846,78.24074074074073,35.27957542188661,4.481365950733419,88.23529411764706,71.09997561877528,FL,1,59,49532,8.56,298.76
Virginia,VA,Hampton,51.17647058823529,225.8746224176822,71.55172413793103,72.22222222222223,28.504588583686708,2.787899673053528,48.82352941176471,69.0709950651057,VA,2,28,137415,7.25,109.1
Mississippi,MS,Jackson,77.10354317165462,128.91775149718384,27.360426929392446,71.2962962962963,26.432808032425104,2.9459609109530684,22.89645682834537,77.95335607973958,MS,2,53,173698,7.25,129.93
Alabama,AL,Mobile,64.97549019607844,138.23752586256643,33.76399462606359,53.96825396825397,25.62269313505809,1.6241264639173316,35.02450980392157,71.62696884018001,AL,9,64,194577,7.25,152.97
Alabama,AL,Montgomery,63.101604278074866,108.2323473822187,41.477272727272734,37.96296296296296,28.255908578297124,3.81989895497804,36.89839572192514,71.3632602664011,AL,5,40,205593,7.25,150.19
Wisconsin,WI,Oshkosh,29.411764705882355,54.30483330399176,46.55172413793103,100.0,52.15563934691731,1.8218199332524272,70.58823529411767,65.32143794033587,WI,9,110,66328,7.25,316.92
California,CA,San Diego,36.509958008935975,156.2289597987315,35.03565393332481,70.15436019368988,67.43023948048304,5.197663386684688,63.490041991064025,80.91447977802252,CA,0,34,1305906,13.0,239.34
California,CA,San Leandro,29.044117647058826,239.49615924535198,43.96551724137931,100.0,72.69292019198161,6.3178869470596135,70.95588235294117,72.15109812959457,CA,9,64,85119,13.0,213.43
Minnesota,MN,Duluth,42.82908016147636,133.9066399507128,12.758620689655173,75.0,29.86637282394507,5.6848756612513425,57.170919838523645,72.47981662037378,MN,9,38,86191,10.0,218.62
Texas,TX,Houston,35.04724903377244,175.3392132216866,44.82758620689656,59.444444444444436,49.072416742181645,3.2162904180533616,64.95275096622757,92.96184829541865,TX,9,134,2100280,7.25,273.29
Texas,TX,Lewisville,14.228524743230624,152.62350154911036,86.20689655172414,38.888888888888886,47.18992568619203,3.728261347847746,85.77147525676936,65.93709552557428,TX,7,118,95930,7.25,253.2
Virginia,VA,Portsmouth,56.86919504643963,117.20496704514493,21.551724137931036,66.66666666666667,42.90335922475122,3.6882548085619535,43.13080495356037,71.27554533940693,VA,2,122,95451,7.25,215.67
Michigan,MI,Taylor,40.27777777777778,131.11279992074705,33.62068965517241,86.1111111111111,31.25177014748658,13.178731400768973,59.72222222222222,76.12408163814615,MI,3,92,62982,9.65,224.67
Michigan,MI,West Bloomfield charter township,24.918300653594766,120.02523269466553,34.8362525086663,70.06172839506173,40.4973407813576,3.288805157049313,75.08169934640523,87.46052801553107,MI,1,133,64713,9.65,287.67
Washington,WA,Kent,23.04738562091503,113.02470234504119,35.04743659916073,76.69753086419753,57.29222458365975,3.2904848101815385,76.95261437908498,87.74235674654902,WA,8,120,119067,13.5,303.79
California,CA,Norwalk,11.764705882352944,108.95758237605355,49.639664294836706,44.444444444444436,57.02563912648036,5.096789940153868,88.23529411764706,78.02878571478696,CA,8,26,105544,13.0,278.09
California,CA,Rancho Cucamonga,20.518207282913163,210.06398556933487,21.83908045977012,61.111111111111114,54.88758076224719,1.5327965391760254,79.4817927170868,80.26179748870037,CA,1,143,166226,13.0,270.27
Florida,FL,Deerfield Beach,38.72549019607842,111.2897530037992,18.5823754789272,91.20370370370371,48.46910590410931,3.791928793868004,61.27450980392157,68.75316490009479,FL,4,112,75178,8.56,274.64
Indiana,IN,Terre Haute,59.068627450980394,71.42080029969533,30.17241379310345,72.13408001797912,19.644553346586772,1.3210253693234657,40.931372549019606,79.13233355915875,IN,9,85,60787,7.25,213.04
Florida,FL,Coconut Creek,26.96078431372549,153.1650452262813,27.58620689655172,90.0,35.505313107401435,6.369310039201826,73.03921568627452,69.64976917547007,FL,9,17,53183,8.56,239.26
