State,Abbreviation,City,crime_index,traffic_index,pollution_index,health_care_index,rent_index,property_price_to_income_ratio,safety_index,cpi_index,Code,lakes_count,parks_count,population,min_wage,quality_of_life
California,CA,Pittsburg,45.58823529411765,60.06552845439798,108.6206896551724,86.1111111111111,54.17704452355532,4.26451594969325,54.411764705882355,69.17666328188147,CA,6,47,63522,13.0,200.17
Michigan,MI,Dearborn,54.411764705882355,114.02076815451387,30.852919482973075,89.54517290899405,23.86777864601514,2.5526807949605383,45.58823529411765,67.81490190637598,MI,9,10,97849,9.65,185.13
Illinois,IL,Elgin,21.712447010889925,87.73557711845271,29.93255547134857,72.0467032967033,31.12891970639009,2.7265298506794364,78.28755298911008,73.85233624459826,IL,1,84,108388,10.0,297.11
Washington,WA,Kirkland,15.896358543417367,123.72911624603191,18.226600985221676,72.91666666666667,62.72501955894805,4.384821966290032,84.10364145658266,85.18492867660794,WA,9,146,80866,13.5,335.5
California,CA,Moreno Valley,27.205882352941174,156.49241603318353,33.860979423122345,55.555555555555564,41.10307023748902,8.015432743845142,72.79411764705883,87.96884489594376,CA,0,122,194240,13.0,251.16
Texas,TX,Georgetown,8.823529411764705,227.86985326915737,5.172413793103448,87.22222222222223,28.926671986684,4.82088514751023,91.17647058823529,73.05213690908337,TX,4,17,48012,7.25,257.92
California,CA,Jurupa Valley,41.30224458204334,127.67617178161424,37.5,76.66666666666669,56.23507187486766,3.1580287419984465,58.697755417956664,64.89897171954584,CA,2,27,95590,13.0,214.62
Colorado,CO,Longmont,20.58823529411765,97.91016753242081,67.24137931034483,66.66666666666667,41.65397768428112,4.451553196781896,79.41176470588233,74.2311820340014,CO,9,125,86440,12.0,286.72
Nevada,NV,North Las Vegas,55.93178263607768,127.7418230744598,53.448138510880725,56.03250354142283,37.53905273082647,3.044550089644368,44.06821736392232,69.80462734468448,NV,3,23,216836,8.0,155.35
New York,NY,Syracuse,60.9455624355005,89.89469598781322,42.8352490421456,58.055555555555564,33.509722864077354,1.5543178433095823,39.05443756449948,78.91317971442916,NY,7,15,145215,11.8,165.89
North Carolina,NC,Burlington,40.3566515539022,103.04767060546064,27.995739892291606,58.45959595959596,32.81937594365682,2.439735014849549,59.64334844609781,71.32434658852722,NC,1,86,51172,7.25,240.28
Florida,FL,Davie town,45.58823529411764,109.81135876846619,11.090585659551179,81.13425925925927,25.361628967589333,1.659606564285181,54.41176470588235,74.48784364097554,FL,0,79,92315,8.56,239.42
Illinois,IL,Rockford township,46.16781165694209,105.74769897217,36.785714285714285,65.50925925925925,41.626609677265854,4.255913627905073,53.83218834305791,79.0173696090124,IL,8,66,178387,10.0,221.35
Texas,TX,Waco,40.70728291316527,106.73172383610412,34.33908045977012,84.25925925925925,27.443252910443796,2.6152148235800343,59.29271708683473,69.43835780015111,TX,8,109,125377,7.25,253.98
Texas,TX,Grand Prairie,31.722689075630253,71.64670056868894,38.793103448275865,80.55555555555556,42.33540092781731,2.522598467283081,68.27731092436974,66.15625121604997,TX,2,36,175974,7.25,269.26
Illinois,IL,Orland township,23.101462807345158,168.23228707504705,20.114942528735632,86.41975308641975,31.61940009246785,8.110880709827043,76.89853719265484,72.8930280567978,IL,8,57,97624,10.0,254.78
Texas,TX,San Marcos,0.0,104.48376094014178,6.896551724137932,66.66666666666667,31.904259552760355,4.256742593185645,100.0,87.92399390946673,TX,6,17,45267,7.25,335.0
Oklahoma,OK,Edmond,39.70588235294117,114.55273453758592,13.560481663929941,81.71296296296296,24.903166477722344,1.7193740696887687,60.29411764705882,74.22272208819305,OK,2,133,81451,7.25,269.41
Colorado,CO,Pueblo,59.60561497326202,118.14151985184692,26.551724137931036,47.12962962962962,25.04613367854839,3.5947003083568365,40.394385026737964,70.70682257076965,CO,1,136,106755,12.0,192.66
Illinois,IL,Aurora township,68.27358910540481,114.65364064472135,37.80129712241781,83.79629629629629,39.58215560119426,3.6878606653955663,31.726410894595197,77.25294659263105,IL,0,89,146429,10.0,171.05
Illinois,IL,Berwyn township,50.23996265172734,101.12057395864156,16.896551724137932,67.8935185185185,28.80678915155524,1.8243984168322611,49.76003734827266,80.19665795076095,IL,6,135,56671,10.0,244.56
Connecticut,CT,Milford town,44.9735029522868,111.09873942104883,37.708783452885086,50.81027852449223,32.633444007556676,2.557876881421941,55.02649704771319,67.35781428221196,CT,3,78,52797,12.0,211.45
California,CA,Palm Desert,100.0,34.40069311241918,3.4482758620689653,65.50925925925927,84.49039086411605,1.834834806193338,0.0,66.66058141589363,CA,5,136,48684,13.0,182.27
Arizona,AZ,Queen Creek town,61.638237969759714,135.11955435433075,52.42117795997106,64.69907407407408,33.99978735022434,3.8695617263039424,38.361762030240286,79.84433665936157,AZ,1,80,27058,12.0,151.91
Ohio,OH,Springfield,79.77941176470588,82.28473358098762,18.26213784514927,64.17887047460218,21.928803735724774,2.1316658891492843,20.22058823529412,72.09456934441701,OH,7,141,60531,8.7,177.78
Missouri,MO,St. Charles,19.11764705882353,88.70492069107365,40.22988505747128,62.49999999999999,33.60266690091943,3.6836899155457914,80.88235294117645,69.13707478692582,MO,7,72,66396,9.45,290.84
Indiana,IN,St. John township,62.725346944962,193.1353797068452,55.30757992852314,70.06944444444444,38.5685376684588,3.947858095865165,37.27465305503801,71.45849472698868,IN,2,17,66740,7.25,104.36
California,CA,Yuba City,49.411764705882355,200.8556509071075,27.58620689655172,93.05555555555554,31.69733334103845,5.599045457693423,50.58823529411765,71.50948614366095,CA,3,49,65631,13.0,165.9
California,CA,Pico Rivera,75.64338235294116,127.8273578302258,56.4038997294547,64.39160608925754,33.61953384285977,2.700846477825321,24.356617647058822,70.01111794961746,CA,2,99,62960,13.0,125.94
Arkansas,AR,Rogers,51.470588235294116,105.06998299934645,8.620689655172415,80.55555555555556,25.820091457456325,1.5998390588815932,48.529411764705884,74.75296519375804,AR,8,111,56361,10.0,242.12
Missouri,MO,Blue Springs,33.823529411764696,116.89705440056437,8.77320954907162,53.70370370370371,26.00014413518838,2.314406949231228,66.17647058823529,70.21085904558022,MO,1,132,52657,9.45,272.48
Ohio,OH,Colerain township,64.70588235294117,61.0674611666649,33.62068965517241,55.20833333333333,28.28170717092739,6.6733064544138925,35.29411764705883,77.5579777038328,OH,7,47,58440,8.7,178.87
Tennessee,TN,Kingsport,24.142156862745093,158.41944484892124,53.44827586206897,67.3611111111111,20.96404386548884,1.1051508235088678,75.85784313725493,69.75734524784092,TN,9,57,52953,7.25,230.69
Colorado,CO,Lakewood,43.2546566107012,172.9479500084059,42.795356345581496,69.4714234782728,52.91790108999386,4.494514607665848,56.74534338929881,74.3007514239878,CO,6,131,142759,12.0,216.04
Illinois,IL,Lyons township,42.59803921568627,104.59795009170941,25.239463601532567,67.82407407407408,40.38890607170852,4.487434540088965,57.40196078431373,65.39979340817209,IL,4,10,111828,10.0,216.75
Georgia,GA,Valdosta,65.19607843137254,104.90008386977692,17.24137931034483,72.22222222222223,17.414050025428494,0.5964879301908794,34.803921568627445,68.11684175334027,GA,6,96,54977,5.15,192.36
New Jersey,NJ,Wayne township,59.854660482819114,242.281332732318,50.93603151412482,61.30299874313285,76.18035129319071,5.060897819775444,40.145339517180886,70.97233674206528,NJ,5,132,54730,11.0,138.39
California,CA,Aliso Viejo,8.823529411764708,257.73196381486963,25.86206896551724,100.0,65.1414463914177,4.186321148195251,91.17647058823529,65.33941641568266,CA,0,125,47801,13.0,281.13
Rhode Island,RI,Cranston,48.903508771929815,143.1614886479399,40.041608155198425,64.44444444444444,42.36145447448799,4.095821200040835,51.096491228070185,78.55151449051097,RI,1,25,80757,10.5,174.34
Minnesota,MN,Edina,34.509803921568626,94.31261077431105,12.526525198938993,59.876543209876544,26.991265662576268,6.139420313609287,65.49019607843135,73.36597792284584,MN,7,124,48037,10.0,278.62
Montana,MT,Missoula,34.85294117647059,83.02038896118441,14.40318302387268,62.96296296296296,27.486826426270213,8.051926995798317,65.14705882352939,74.94353736147866,MT,3,15,67466,8.65,244.27
Nevada,NV,Reno,46.31905933763518,123.0201466912734,32.35670268116817,62.235449735449755,40.41704802924938,3.4635402451738955,53.68094066236482,66.59693316659548,NV,6,98,225652,8.0,225.7
Florida,FL,Gainesville,51.470588235294116,91.414408439599,23.146551724137932,81.82098765432099,30.007364282552185,2.8359959632233083,48.529411764705884,92.96184829541865,FL,6,86,124681,8.56,232.82
California,CA,Hanford,53.92156862745098,194.2417496053433,58.620689655172406,91.20370370370371,36.80662266721466,3.643572380411279,46.07843137254902,79.41518556381018,CA,9,113,54463,13.0,164.61
Massachusetts,MA,Somerville,26.10294117647059,73.14286431017234,10.344827586206897,77.77777777777777,65.73983692972132,7.333767429938482,73.8970588235294,75.17598751162569,MA,8,133,75877,12.75,336.1
Rhode Island,RI,Warwick,58.33333333333333,124.44354369589291,47.75068913507047,50.0,34.86903051031847,2.8927968568092988,41.66666666666666,76.84343518233227,RI,0,10,82643,10.5,141.95
California,CA,Berkeley,62.514705882352935,143.45116424987586,28.70733194009056,78.96825396825396,84.44174976759439,8.611612971040556,37.485294117647044,83.00684979741698,CA,3,78,112889,13.0,184.16
Pennsylvania,PA,Bethlehem,27.205882352941174,123.37501800863006,30.48574414091655,85.0,37.53695227703475,3.183885635811976,72.79411764705883,85.79159928778594,PA,1,124,74979,7.25,286.24
Oregon,OR,Springfield,64.70588235294117,73.21054449248959,66.3793103448276,91.13977072310405,28.27095775733145,4.793019552707487,35.29411764705883,64.67482002227638,OR,2,13,59445,12.0,152.07
California,CA,Milpitas,8.823529411764708,196.9824796882278,36.43678160919541,86.1111111111111,88.57647331651121,4.87520983707721,91.17647058823529,93.37893136690809,CA,3,127,66729,13.0,310.13
New Mexico,NM,Santa Fe,42.22689075630253,122.40007040268156,25.0229081263564,64.67592592592592,43.35084940192649,4.829714477539062,57.77310924369748,77.59779195326756,NM,3,33,81012,9.0,215.45
Washington,WA,Spokane,54.47342341191796,114.26108891981819,19.74569857928179,63.655428933206714,29.73259512707461,4.4600121818796445,45.526576588082044,73.80541766425274,WA,8,27,209525,13.5,188.21
Texas,TX,Flower Mound town,35.39396793200038,141.80468910347574,52.458503295217284,57.90895061728395,36.842304126639334,5.2951108164216265,64.6060320679996,67.66550379260462,TX,4,40,64864,7.25,201.98
North Carolina,NC,Raleigh,34.452299008308565,149.21219750795152,22.854305162112194,75.61990561990564,36.81766749566752,3.1692525884067946,65.54770099169143,71.35264758802529,NC,0,24,406353,7.25,229.06
Georgia,GA,Albany,65.07352941176471,161.20484821780926,28.448275862068964,66.66666666666667,36.24992051468997,3.0360828335280856,34.926470588235304,70.39550136062846,GA,7,58,77420,5.15,148.2
California,CA,Hesperia,66.36029411764707,347.4421274412587,31.551724137931036,69.44444444444444,32.91739178417803,1.5099992462897571,33.63970588235294,66.91158536179152,CA,5,47,90279,13.0,43.55
California,CA,Mountain View,29.23804137039431,123.6796498091977,33.14176245210728,72.3611111111111,95.96025191402529,8.141560385609518,70.76195862960567,67.75948984425622,CA,3,99,74236,13.0,282.94
New York,NY,Utica,42.647058823529406,167.9834789221295,18.53448275862069,50.0,26.38981037804133,3.8823385855543027,57.352941176470594,66.96894858818189,NY,1,106,62209,11.8,206.07
Wisconsin,WI,West Allis,56.36130304603633,117.8025143416276,25.741123246511176,73.55531966167047,27.628080501247116,3.0042484180830726,43.63869695396366,64.80467513979664,WI,8,149,60418,7.25,222.48
Kansas,KS,Wichita,50.74266671909407,103.82877238361827,23.470032571132172,60.68376068376069,22.955372734137374,1.9679710689171617,49.25733328090593,61.11263789366014,KS,8,70,382745,7.25,219.16
Indiana,IN,Fort Wayne,44.43977591036415,129.94015637477415,38.81176294969398,77.77777777777777,23.66425817002701,3.9260049136486743,55.56022408963585,65.75302219820469,IN,2,64,254161,7.25,209.22
Florida,FL,Hialeah,55.88235294117647,112.21750865071473,43.73168807752986,70.13532763532764,47.94238463790808,10.359589585047305,44.11764705882353,67.00030749140204,FL,1,36,225470,8.56,175.49
Texas,TX,Leander,8.823529411764705,227.86985326915737,5.172413793103448,70.37037037037037,28.926671986684,1.6632803820562425,91.17647058823529,76.94426095630297,TX,2,107,27709,7.25,282.93
Connecticut,CT,Meriden town,71.17617880485527,191.96157583668668,32.25574712643678,70.71428571428572,38.306568946605864,3.6591118741332145,28.823821195144728,75.81345140488804,CT,3,84,60832,12.0,120.44
Minnesota,MN,Woodbury,52.15767973856208,102.18691004572443,16.846046673632873,79.12698412698414,42.128875951612,3.2034829830257765,47.842320261437905,80.05223810370093,MN,7,95,62250,10.0,234.99
North Carolina,NC,Durham,58.58893557422969,110.37780732272283,31.374085684430515,73.74228395061728,39.81140046244063,2.799378152025682,41.41106442577031,93.09710263589014,NC,5,63,230727,7.25,195.26
New York,NY,North Hempstead town,76.69128718681148,129.52682095087476,77.57404632404632,57.94753086419753,33.95554199604817,8.926517544762271,23.30871281318852,75.17826758470994,NY,6,49,226552,11.8,88.77
Arizona,AZ,Yuma,36.764705882352956,140.53801492304382,31.356048166392995,39.814814814814824,19.634878874350427,4.960241325098382,63.235294117647065,84.0746308093933,AZ,8,84,91328,12.0,214.76
California,CA,Diamond Bar,25.33330639948287,116.22341899027975,21.31226053639847,54.23611111111111,61.21802880041708,5.015579472513209,74.66669360051712,67.00112972956134,CA,7,67,55588,13.0,277.26
California,CA,Downey,14.705882352941178,77.3771498290633,12.327586206896553,52.08333333333333,52.02716180436661,5.233338555209354,85.2941176470588,55.97259901035001,CA,9,39,111785,13.0,317.27
Florida,FL,Sarasota,25.718094255245962,127.48527634073702,15.517241379310349,69.64285714285714,45.92662588260063,5.670742454037187,74.28190574475404,81.23824360646347,FL,1,70,52219,8.56,273.63
California,CA,South Gate,69.77483717945381,91.56754034304157,60.547594168283815,63.888888888888886,23.83037500084718,1.2744520711828204,30.225162820546174,76.67763635637033,CA,7,55,94434,13.0,141.75
Iowa,IA,Ames,12.941176470588234,86.80561524441453,41.66666666666666,63.88888888888889,27.699626424707052,4.087391116287397,87.05882352941177,60.71335317853078,IA,4,114,59098,7.25,317.3
Alabama,AL,Birmingham,61.4778118454589,116.1016078148064,33.48174813692055,72.9700854700855,27.87474038584293,2.6759113175388096,38.52218815454109,75.16680815937524,AL,2,59,212328,7.25,175.61
Indiana,IN,Bloomington,32.14285714285714,96.22253227742814,35.114942528735625,70.83333333333333,33.03049097151249,4.061058274860419,67.85714285714285,85.56043160926454,IN,4,122,80612,7.25,276.99
Louisiana,LA,Bossier City,74.45290616246498,59.07285638851092,50.79022988505747,48.80952380952381,25.683036434108047,2.225526750871865,25.547093837535016,67.49290662274885,LA,9,121,62120,7.25,171.22
Ohio,OH,Hamilton,64.70588235294117,61.0674611666649,33.62068965517241,69.36486844248941,28.28170717092739,6.6733064544138925,35.29411764705883,75.21770573988826,OH,5,94,62345,8.7,199.27
Texas,TX,McAllen,45.44225382460677,97.82759682626693,24.636699507389164,46.29629629629629,21.65469368902821,1.7415801565691815,54.55774617539323,66.19593917114734,TX,5,133,132093,7.25,243.07
Tennessee,TN,Murfreesboro,38.72549019607842,97.13995401572382,19.82758620689655,62.5,26.228569174102176,2.059842011770844,61.27450980392157,66.77743691428276,TN,9,46,109572,7.25,243.95
Illinois,IL,Peoria,47.058823529411775,92.20054210128885,18.793103448275858,76.75925925925927,32.52235083452711,0.7653758776503304,52.941176470588225,63.36938907644234,IL,4,57,114980,10.0,235.97
California,CA,Redding,65.75630252100841,136.39813495024802,42.30979748221128,77.77777777777777,25.40086432721452,2.938155789656467,34.24369747899159,79.67621567737709,CA,5,60,89895,13.0,146.63
California,CA,Santa Rosa,33.861375432525946,167.30911042169382,30.99888617129996,78.7489301276066,56.77034055357671,5.0563213162754055,66.13862456747404,74.65560875783942,CA,5,137,175238,13.0,256.65
Arkansas,AR,Fayetteville,31.21229260935144,89.653788339062,12.21264367816092,57.57575757575757,27.921448252411913,3.4672735243466253,68.78770739064858,74.68088589956707,AR,1,122,73962,10.0,288.38
Illinois,IL,Hanover township,38.970588235294116,96.72335462845241,45.576354679802954,41.111111111111114,44.57647450567826,5.944865023692909,61.029411764705884,78.16934072555007,IL,4,122,99688,10.0,242.82
California,CA,La Mesa,49.02570710218321,114.69116670921653,84.88505747126436,61.80555555555556,28.421449547674655,2.107943464848204,50.974292897816795,72.19262614325004,CA,3,46,57149,13.0,160.26
Louisiana,LA,Lake Charles,50.49019607843139,79.38841757759509,47.397372742200325,58.33333333333334,29.184657912986644,1.0254598682162328,49.50980392156863,75.90806778513767,LA,7,57,72531,7.25,207.51
Indiana,IN,North township,19.485294117647058,148.00020853544294,32.327616210260445,50.0,49.06435468198469,6.347588229489963,80.51470588235294,85.6048496162403,IN,5,107,162692,7.25,277.53
Illinois,IL,Bloomington City township,45.71078431372549,74.8807821934448,52.58620689655172,82.63888888888889,49.98477322113735,2.8322470357031153,54.2892156862745,73.32946988009213,IL,0,48,76848,10.0,226.98
Colorado,CO,Castle Rock town,41.42156862745098,309.6397258047699,39.08045977011494,71.81877390210724,40.90749062900727,4.300948341688732,58.578431372549026,70.60686919329487,CO,6,128,48586,12.0,148.2
Minnesota,MN,Eagan,80.88235294117645,107.05156898029381,20.88122605363985,75.71097883597884,43.58887213155096,4.5068064875000005,19.11764705882353,73.95878552971205,MN,9,64,64202,10.0,146.68
Colorado,CO,Loveland,14.215686274509807,166.55135587984154,28.908045977011493,95.83333333333331,40.10767453850466,3.3616177389131785,85.78431372549021,73.01790257164073,CO,2,89,67157,12.0,290.14
Florida,FL,Palm Bay,29.785539215686274,91.4626096507129,29.901162056334467,60.41666666666666,33.23227282101349,3.9721437588840383,70.21446078431373,69.32469568815839,FL,5,78,104138,8.56,270.52
Minnesota,MN,Blaine,40.38599798893917,121.95624286026275,27.58620689655172,74.23996913580248,29.4592226657663,2.4804707337969942,59.61400201106085,62.57928008713508,MN,6,111,57409,10.0,245.81
Texas,TX,Dallas,49.713758107277,167.36287750392694,41.91665595857071,65.61277920488446,48.27814734909453,2.0887184871055435,50.286241892723,65.07802249664962,TX,8,21,1200350,7.25,189.66
New Jersey,NJ,Brick township,34.85474492827434,104.40558353499695,28.007662835249036,65.74074074074073,43.519154506228695,4.878693437317009,65.14525507172564,80.17287961416594,NJ,8,141,75054,11.0,278.91
California,CA,Garden Grove,42.892156862745104,227.34063022271312,34.48275862068966,47.22222222222222,52.77962075608266,4.8012982065055905,57.107843137254896,78.20679374351664,CA,2,14,171181,13.0,145.2
Nebraska,NE,Grand Island,53.273348813209495,184.7235110192201,25.86206896551724,82.71825396825396,54.56644203106838,4.936164022446384,46.726651186790505,71.67171009209854,NE,0,56,48819,9.0,173.23
Arizona,AZ,Peoria,20.58823529411765,97.13410893728536,12.06896551724138,77.77777777777777,33.87140224081802,2.704500104700935,79.41176470588233,87.10880769212572,AZ,6,123,154846,12.0,326.17
Maine,ME,Portland,33.838891287740395,109.8956550658032,26.215106732348108,56.018518518518505,41.01868734076086,4.39404190724039,66.1611087122596,80.22552669889494,ME,5,48,66088,12.0,242.42
Texas,TX,Midland,5.784313725490196,126.42076629269172,63.793103448275865,61.111111111111114,40.77892422988754,1.0564151907905686,94.21568627450979,66.97399868809363,TX,6,113,111276,7.25,309.49
California,CA,Mission Viejo,70.40441176470587,117.96632361872918,56.08918985795064,63.29810776320872,31.538558077289494,2.3638218230761345,29.595588235294116,71.71919725779615,CA,8,125,93225,13.0,155.52
Arizona,AZ,Scottsdale,24.12882696938425,120.03202387428249,31.16509926854755,72.91666666666667,39.95741665439901,5.557853482345644,75.87117303061575,80.80214399399975,AZ,5,24,217638,12.0,258.53
California,CA,South San Francisco,56.11614078053606,256.58158192502395,47.36405384791782,65.16642416553947,109.8319117735724,7.298085141246178,43.88385921946394,92.96184829541865,CA,7,40,63701,13.0,125.45
Missouri,MO,St. Peters,55.36002178649237,104.65613093428642,22.216126785092296,75.89947089947091,38.80308265623035,4.802853932271181,44.639978213507625,78.75117230047556,MO,1,96,52796,9.45,215.32
Florida,FL,St. Petersburg,42.4828001375989,118.47194327897938,18.93920734437976,72.27272727272728,38.30492684528875,4.371964085317437,57.51719986240111,70.55092910049612,FL,0,68,245222,8.56,235.94
Florida,FL,Daytona Beach,61.4075630252101,143.34299227040503,24.63054187192118,59.72222222222222,31.645313857386647,5.767202758899784,38.592436974789905,62.570113860637996,FL,5,72,61626,8.56,163.48
California,CA,Delano,43.2733426704015,107.83086586726584,38.17273722446136,80.02829218106996,22.9926768743285,2.8137775862538867,56.726657329598495,62.562599114156455,CA,0,26,53130,13.0,205.38
Kansas,KS,Manhattan,44.11764705882353,70.36212939667996,2.586206896551724,67.96296296296296,26.631672183950066,1.861228564054924,55.88235294117647,90.84247278774652,KS,0,31,52526,7.25,247.26
Florida,FL,St. Cloud,48.64407474321308,206.52800110707474,30.75599749780322,73.66924754866128,74.8788934692239,6.406934175681315,51.355925256786925,82.98537550597979,FL,6,61,37983,8.56,178.3
California,CA,Walnut Creek,15.625,77.37615448801591,14.942528735632186,77.77777777777777,75.56991320999663,6.167666676447031,84.375,92.96184829541865,CA,7,119,64314,13.0,356.71
Oregon,OR,Albany,27.94117647058824,446.09272315809164,24.13793103448276,75.0,32.83945853560744,7.370749117840222,72.05882352941177,73.03939954835855,OR,0,86,50327,12.0,101.65
Illinois,IL,Cicero town,30.36278816339371,96.84384826648568,29.381591827712512,76.1256105006105,30.443299072783105,2.732037287174062,69.63721183660631,70.5382183827164,IL,1,22,84267,10.0,251.5
California,CA,Citrus Heights,41.66666666666667,108.2965019122928,27.58620689655172,83.33333333333333,45.93170682478684,4.107078203405018,58.33333333333334,61.764696236994226,CA,6,95,83273,13.0,252.03
Pennsylvania,PA,Erie,48.439302191464826,106.96865585845184,69.42528735632183,61.1111111111111,19.209196721244265,8.760983089886931,51.560697808535174,72.953366418198,PA,4,128,101719,7.25,196.3
South Dakota,SD,Rapid City,59.05228758169935,88.98918945533777,21.00574712643678,66.20370370370371,26.97404100698086,2.2696180746637657,40.947712418300654,66.5664899396597,SD,5,55,69154,9.3,197.37
California,CA,Chino Hills,54.90196078431373,141.20177687204202,68.96551724137932,44.444444444444436,50.780229827237164,4.620051910786552,45.09803921568627,64.3319307718783,CA,5,57,74963,13.0,147.44
Michigan,MI,Clinton charter township,34.67348650791896,191.9845868228817,28.79798588860336,64.40998828940201,51.100227328327,5.235710372695138,65.32651349208103,87.37353411603291,MI,2,45,96831,9.65,203.17
North Carolina,NC,Greensboro,40.3566515539022,103.04767060546064,27.995739892291606,58.45959595959596,32.81937594365682,2.439735014849549,59.64334844609781,72.81127798329292,NC,5,43,269598,7.25,232.32
Connecticut,CT,Hamden town,50.69611465275766,112.17109400572211,34.44856508434094,69.64285714285714,41.429059001706946,3.611470248818342,49.30388534724236,66.38415944898802,CT,5,54,61614,12.0,201.96
Texas,TX,College Station,31.54761904761905,75.71791682672834,30.07662835249042,63.194444444444436,27.054093425660373,3.193560106938373,68.45238095238095,62.29609005507097,TX,2,12,94666,7.25,250.12
Missouri,MO,Florissant,19.11764705882353,88.70492069107365,40.22988505747128,66.1448760790866,33.60266690091943,5.250155767724588,80.88235294117645,68.76613821341459,MO,8,66,52235,9.45,288.95
Texas,TX,McKinney,20.163398692810453,105.63129751852706,14.224137931034482,72.22222222222223,31.30229239138752,6.280862100093183,79.83660130718955,71.36951497398785,TX,2,116,132934,7.25,311.85
Texas,TX,North Richland Hills,6.617647058823528,104.09574731826531,26.149425287356323,76.81914251207729,29.184657912986644,3.8633434089589094,93.38235294117645,69.61566640060323,TX,0,133,63479,7.25,345.22
Massachusetts,MA,Malden,38.538667215137814,117.8102922878681,52.758620689655174,38.888888888888886,63.830265494965104,6.208059763112816,61.461332784862186,66.92068878273436,MA,3,132,59691,12.75,236.05
Connecticut,CT,New Britain,16.176470588235293,144.72176902163903,43.10344827586207,58.30324074074074,39.61158910105185,2.3174621367926918,83.82352941176471,70.1049048966167,CT,4,93,73251,12.0,274.98
Texas,TX,Baytown,61.764705882352935,116.15018335762964,27.58620689655172,75.90939153439155,36.440512090248525,2.7718995852056687,38.23529411764706,76.73823549911374,TX,1,63,71757,7.25,181.33
Indiana,IN,Calumet township,45.76912051370255,82.18236274409774,27.385057471264368,62.178497942386834,30.80177921928687,2.4358214974544445,54.230879486297454,68.65596400373114,IN,0,12,104140,7.25,214.17
North Carolina,NC,Charlotte,44.1865065722373,167.24050850730168,28.438914921113057,73.88422035480859,44.37999878364946,2.8534714750673214,55.81349342776269,77.03738622126639,NC,2,43,738444,7.25,208.61
Iowa,IA,Iowa City,25.590861344537807,62.73261025304232,30.17241379310345,81.94444444444444,31.018897922605092,3.277301637346824,74.40913865546219,74.90648446778731,IA,8,80,68050,7.25,305.58
Florida,FL,Port St. Lucie,28.026018099547514,133.544160433125,35.41814777514575,72.05257705257705,37.05533996901338,5.144084407362565,71.97398190045249,77.81034565496877,FL,1,10,164848,8.56,231.76
Virginia,VA,Roanoke,38.356496444731754,70.71577711821325,18.724187689704934,59.64506172839506,27.35986817354955,2.5662302575165548,61.64350355526826,68.61293615299077,VA,6,53,96720,7.25,258.2
Georgia,GA,Warner Robins,33.088235294117645,97.08179779596624,17.24137931034483,77.77777777777777,28.055969485412568,7.480011525556823,66.91176470588235,66.947343735414,GA,6,55,70047,5.15,262.77
New Jersey,NJ,Passaic,77.45098039215686,66.78200089984314,60.3448275862069,82.17592592592592,52.887114892042106,1.7328264875384964,22.549019607843128,74.38081293855558,NJ,1,106,69861,11.0,167.87
California,CA,Torrance,40.278520499108744,120.77168605013458,13.79310344827586,55.555555555555564,64.49648157566111,6.5139637622301905,59.721479500891256,69.39777562396871,CA,7,103,145154,13.0,256.77
Ohio,OH,Kettering,66.50326797385621,90.90041680358,22.316297208538586,71.2962962962963,26.046213050599565,2.6482801145776933,33.49673202614379,67.23139257352445,OH,4,20,56131,8.7,166.01
Connecticut,CT,New Haven town,50.98039215686275,381.9654476040031,36.13430127041742,59.72222222222223,40.55216279069691,2.130846838795616,49.01960784313726,75.3580978122393,CT,9,111,129816,12.0,84.75
California,CA,Palmdale,65.57247899159664,244.63940487768943,68.02134646962232,66.66666666666667,34.71791856149857,3.5948174101606893,34.42752100840336,80.27778115586895,CA,9,62,152936,13.0,78.39
Georgia,GA,Alpharetta,9.640522875816993,287.8920116622937,31.03448275862069,78.7037037037037,42.44674693698195,2.6977930814357958,90.359477124183,70.19901367855809,GA,9,21,57691,5.15,217.62
California,CA,Carlsbad,15.68627450980392,128.06480114060471,25.517241379310345,77.77777777777777,68.57652900013744,8.327979367186161,84.31372549019609,66.8517257989555,CA,0,39,105674,13.0,289.87
Indiana,IN,Harrison township,33.75960065960618,71.39236012202618,41.15989168220407,57.27938297705738,29.84777727992882,4.016119583857717,66.24039934039382,63.63191607738936,IN,4,91,51278,7.25,263.76
Illinois,IL,Plainfield township,30.384526685800598,103.55144415102548,43.534376848137924,75.10165056360707,20.01719526838716,1.9555364744743975,69.6154733141994,59.414214648974884,IL,3,111,80484,10.0,265.44
Indiana,IN,Portage township,48.18894246949179,141.65383111866112,33.43023326214055,62.32244567312407,40.44634761030527,3.356866326240863,51.81105753050821,67.81488034656896,IN,5,140,92226,7.25,222.28
Michigan,MI,Farmington Hills,29.16666666666667,120.50765211596777,26.97117901320487,76.3888888888889,28.848841944259906,2.655063295225687,70.83333333333334,63.32107843802227,MI,0,55,79761,9.65,254.36
Illinois,IL,Normal town,42.21735903586033,112.29790802647959,35.080462113820445,68.6177536231884,38.65879502542404,3.730856821849903,57.78264096413966,68.68401121184134,IL,4,54,52643,10.0,221.15
California,CA,Petaluma,33.861375432525946,167.30911042169382,30.99888617129996,78.7489301276066,56.77034055357671,5.0563213162754055,66.13862456747404,72.79271011552818,CA,2,55,58037,13.0,225.47
